Diện tích,Phòng ngủ,Số tầng,Số toilet,Số phòng khách,Loại địa ốc,Địa chỉ,Pháp lý,Hướng nhà,Đường trước nhà,Giá nhà,tag
88m2,,,,,Bán nhà riêng,,,,,17 tỷ 300 triệu,da_nang
102m2,,,,,Bán căn hộ chung cư,,,,,24 tỷ 700 triệu,da_nang
110m2,,,,,Bán nhà phố dự án,,,,,3 tỷ,da_nang
45.4m2,,,,,Bán căn hộ chung cư,,,,,2 tỷ 630 triệu,da_nang
77.6m2,,,,,Bán nhà riêng,,,,,3 tỷ 700 triệu,da_nang
108m2,,,,,Bán đất nền dự án,,Giấy đỏ,,9m,1 tỷ 200 triệu,da_nang
54m2,2 PN,2 tầng,1.0,1.0,Bán nhà riêng,,Sổ hồng,Nam,2m,2 tỷ 450 triệu,da_nang
176m2,,,,,Bán biệt thự,,,,,8 tỷ 700 triệu,da_nang
52m2,2 PN,,1.0,1.0,Bán nhà riêng,,Sổ hồng,Đông Bắc,2m,1 tỷ 950 triệu,da_nang
260m2,,,,,Bán biệt thự,,,,,16 tỷ,da_nang
260m2,,,,,Bán biệt thự,,,,,16 tỷ,da_nang
176m2,,,,,Bán biệt thự,,,,,8 tỷ 700 triệu,da_nang
260m2,,,,,Bán biệt thự,,,,,16 tỷ,da_nang
260m2,,,,,Bán biệt thự,,,,,16 tỷ,da_nang
220m2,3 PN,3 tầng,3.0,3.0,Bán biệt thự,,Sổ hồng,Không xác định,5m,18 tỷ,da_nang
72m2,,,,,Bán nhà riêng,,,,,2 tỷ 800 triệu,da_nang
30m2,,,,,Bán nhà riêng,,,,,1 tỷ 780 triệu,da_nang
80m2,,,,,Bán nhà riêng,,,,,6 tỷ 200 triệu,da_nang
53m2,,,,,Bán nhà riêng,,,,,5 tỷ 700 triệu,da_nang
81m2,,,,,Bán nhà riêng,,,,,8 tỷ,da_nang
36m2,,,,,Bán nhà riêng,,,,,3 tỷ,da_nang
100m2,,,,,Bán nhà phố dự án,,,,,8 tỷ,da_nang
150m2,,,,,Bán nhà riêng,,,,,13 tỷ 500 triệu,da_nang
108m2,,,,,Bán đất nền dự án,,,,,1 tỷ 300 triệu,da_nang
140m2,,,,,Bán đất thổ cư,,,,,1 tỷ 400 triệu,da_nang
114m2,,,,,Bán đất thổ cư,,,,,1 tỷ,da_nang
126m2,,,,,Bán đất thổ cư,,Hợp đồng,Tây Bắc,,1 tỷ 970 triệu,da_nang
220m2,,,,,Bán nhà riêng,,,,,8 tỷ 650 triệu,da_nang
150m2,,,,,Bán đất thổ cư,,,,,2 tỷ 380 triệu,da_nang
395m2,5 PN,3 tầng,,3.0,Bán biệt thự,,Sổ hồng,,10m - 15m,9 tỷ,da_nang
105m2,,,,,Bán đất thổ cư,,,,,9 tỷ,da_nang
140m2,,,,,Bán nhà riêng,,Sổ hồng,Bắc,10m - 15m,3 tỷ 400 triệu,da_nang
384m2,5 PN,3 tầng,6.0,1.0,Bán biệt thự,,Sổ hồng,Đông Nam,10m - 15m,29 tỷ,da_nang
175m2,,,,,Bán biệt thự,,,,,10 tỷ,da_nang
102m2,,,,,"Bán căn hộ Mini, Dịch vụ",,,,,16 tỷ,da_nang
160m2,,,,,Bán nhà riêng,,,,,8 tỷ,da_nang
2200m2,,,,,Bán đất thổ cư,,,,,"6,2 triệu /m2",da_nang
70m2,3 PN,2 tầng,3.0,1.0,Bán nhà riêng,,Sổ hồng,,5m,6 tỷ 600 triệu,da_nang
93m2,,,,,Bán nhà riêng,,,,,6 tỷ 300 triệu,da_nang
92m2,2 PN,,1.0,1.0,Bán nhà riêng,,Sổ hồng,Đông,4m,2 tỷ 200 triệu,da_nang
63m2,2 PN,22 tầng,2.0,1.0,Bán căn hộ chung cư,,Sổ hồng,,7m,2 tỷ 639 triệu,da_nang
126m2,,,,,Bán đất nền dự án,,,,,27 triệu /m2,da_nang
156m2,,,,,Bán đất nền dự án,,,,,32 triệu /m2,da_nang
108m2,,,,,Bán đất nền dự án,,Sổ hồng,Đông Bắc,10m,3 tỷ,da_nang
126m2,,,,,Bán đất thổ cư,,,,,3 tỷ 402 triệu,da_nang
100m2,3 PN,3 tầng,3.0,1.0,Bán nhà riêng,,Sổ hồng,Đông Bắc,7m,7 tỷ 450 triệu,da_nang
75m2,,,,,Bán nhà riêng,,,,,4 tỷ 199 triệu,da_nang
75m2,,,,,Bán nhà riêng,,,,,4 tỷ 199 triệu,da_nang
45.4m2,,,,,Bán căn hộ chung cư,,,,,2 tỷ 630 triệu,da_nang
252m2,9 PN,4 tầng,9.0,1.0,Bán biệt thự,,Giấy tờ hợp lệ,,5m,8 tỷ 200 triệu,da_nang
165m2,,,,,Bán nhà riêng,,,,,9 tỷ 700 triệu,da_nang
175m2,,,,,Bán biệt thự,,,,,11 tỷ 900 triệu,da_nang
61m2,4 PN,3 tầng,4.0,1.0,Bán nhà riêng,,Sổ hồng,Đông Nam,3m,3 tỷ 990 triệu,da_nang
100m2,,,,,Bán đất thổ cư,,,,,3 tỷ 800 triệu,da_nang
136m2,,,,,Bán đất thổ cư,,,,,4 tỷ 850 triệu,da_nang
50m2,,,,,Bán căn hộ chung cư,,,,,4 tỷ 800 triệu,da_nang
125m2,,,,,Bán nhà riêng,,,,,5 tỷ 100 triệu,da_nang
99m2,,,,,Bán nhà phố dự án,,,,,12 tỷ 500 triệu,da_nang
518m2,,,,,Bán nhà hàng - Khách sạn,,,,,48 tỷ,da_nang
50m2,,,,,Bán căn hộ chung cư,,,,,4 tỷ 800 triệu,da_nang
73m2,,,,,Bán căn hộ chung cư,,,,,4 tỷ 500 triệu,da_nang
70m2,,39 tầng,2.0,3.0,Bán căn hộ chung cư,,Sổ hồng,,30m - 50m,"4,5 triệu",da_nang
50m2,,,,,Bán nhà riêng,,,,,3 tỷ 200 triệu,da_nang
300m2,5 PN,,,,Bán biệt thự,,,,,25 tỷ 900 triệu,da_nang
76m2,2 PN,,2.0,1.0,Bán căn hộ chung cư,,Sổ hồng,,,4 tỷ 100 triệu,da_nang
108m2,,,,,Bán nhà riêng,,,,,9 tỷ 800 triệu,da_nang
50m2,,,,,Bán căn hộ chung cư,,,,,3 tỷ 879 triệu,da_nang
45m2,,,,,Bán căn hộ chung cư,,,,,3 tỷ 900 triệu,da_nang
76m2,,,,,Bán căn hộ chung cư,,,,,4 tỷ 600 triệu,da_nang
103m2,,,,,Bán nhà riêng,,,,,11 tỷ 500 triệu,da_nang
74m2,3 PN,,2.0,1.0,Bán căn hộ chung cư,,Giấy tờ hợp lệ,,,4 tỷ 300 triệu,da_nang
62m2,,,,,Bán nhà riêng,,,,,4 tỷ 40 triệu,da_nang
73m2,,,,,Bán căn hộ chung cư,,,,,4 tỷ 500 triệu,da_nang
90m2,,,,,Bán nhà riêng,,,,,17 tỷ 500 triệu,da_nang
80m2,,,,,Bán nhà riêng,,,,,25 tỷ,da_nang
157m2,,,,,Bán nhà riêng,,,,,26 tỷ 200 triệu,da_nang
102m2,,,,,Bán nhà riêng,,,,,20 tỷ,da_nang
143m2,,,,,Bán nhà riêng,,Sổ hồng,,,45 tỷ,da_nang
248m2,,,,,Bán biệt thự,,,,,7 tỷ 900 triệu,da_nang
125m2,,,,,Bán nhà riêng,,,,,16 tỷ 900 triệu,da_nang
120m2,,,,,Bán đất thổ cư,,Sổ hồng,,15m - 20m,1 tỷ 680 triệu,da_nang
73m2,2 PN,,2.0,,Bán nhà riêng,,Sổ hồng,,,5 tỷ 420 triệu,da_nang
48m2,,,,,Bán căn hộ chung cư,,,,,4 tỷ,da_nang
105m2,,,,,Bán nhà riêng,,,,,6 tỷ 200 triệu,da_nang
76m2,,,,,Bán căn hộ chung cư,,,,,4 tỷ 100 triệu,da_nang
74m2,3 PN,3 tầng,3.0,1.0,Bán nhà riêng,,Sổ hồng,,6m,7 tỷ 800 triệu,da_nang
57m2,,,,,Bán căn hộ chung cư,,,,,62 triệu /m2,da_nang
68m2,2 PN,,2.0,1.0,Bán căn hộ chung cư,,Hợp đồng,,,5 tỷ,da_nang
48m2,,,,,Bán căn hộ chung cư,,,,,4 tỷ,da_nang
300m2,,,,,Bán nhà hàng - Khách sạn,,,,,26 tỷ,da_nang
74m2,,,,,Bán nhà riêng,,,,,20 tỷ,da_nang
240m2,10 PN,4 tầng,10.0,2.0,Bán biệt thự,,Giấy tờ hợp lệ,,5m,8 tỷ 200 triệu,da_nang
125m2,,,,,Bán nhà riêng,,,,,6 tỷ 500 triệu,da_nang
280m2,,,,,Bán biệt thự,,,,,10 tỷ 200 triệu,da_nang
246m2,,,,,Bán nhà riêng,,,,,8 tỷ 200 triệu,da_nang
1998m2,,,,,Bán nhà hàng - Khách sạn,,,,,70 tỷ,da_nang
100m2,,,,,Bán nhà riêng,,,,,7 tỷ,da_nang
33.8m2,,,,,Bán căn hộ chung cư,,,,,2 tỷ 400 triệu,da_nang
76m2,,,,,Bán căn hộ chung cư,,,,,4 tỷ 700 triệu,da_nang
100m2,,,,,Bán nhà riêng,,,,,6 tỷ 800 triệu,da_nang
100m2,,,,,Bán đất thổ cư,,,,,2 tỷ 750 triệu,da_nang
79m2,,,,,Bán căn hộ chung cư,,,,,5 tỷ 650 triệu,da_nang
107.5m2,,,,,Bán đất thổ cư,,,,,3 tỷ 890 triệu,da_nang
65m2,2 PN,,2.0,1.0,Bán căn hộ chung cư,,Sổ hồng,,15m - 20m,4 tỷ 350 triệu,da_nang
136.2m2,,,,,Bán đất thổ cư,,,,,5 tỷ 150 triệu,da_nang
40m2,,,,,Bán căn hộ chung cư,,,,,2 tỷ 400 triệu,da_nang
45m2,,,,,Bán căn hộ chung cư,,,,,2 tỷ 450 triệu,da_nang
40m2,,,,,Bán căn hộ chung cư,,,,,2 tỷ 400 triệu,da_nang
96m2,,,,,Bán nhà riêng,,,,,5 tỷ 500 triệu,da_nang
50m2,,,,,Bán căn hộ chung cư,,,,,2 tỷ 400 triệu,da_nang
72m2,2 PN,30 tầng,2.0,1.0,Bán căn hộ chung cư,,Sổ hồng,Đông Nam,15m - 20m,3 tỷ 700 triệu,da_nang
162m2,,,,,Bán nhà riêng,,,,,31 tỷ 100 triệu,da_nang
66.4m2,4 PN,3 tầng,3.0,2.0,Bán nhà riêng,,,,,6 tỷ,da_nang
177.4m2,,,,,Bán đất thổ cư,,,,,46 triệu /m2,da_nang
81m2,,,,,Bán nhà riêng,,,,,9 tỷ 300 triệu,da_nang
58m2,,,,,Bán căn hộ chung cư,,,,,3 tỷ 750 triệu,da_nang
81m2,3 PN,3 tầng,3.0,1.0,Bán nhà riêng,,Sổ hồng,Đông Bắc,10m,9 tỷ 300 triệu,da_nang
120m2,,,,,Bán nhà riêng,,,,,7 tỷ 500 triệu,da_nang
91m2,,,,,Bán nhà riêng,,,,,9 tỷ 600 triệu,da_nang
190m2,,,,,Bán đất thổ cư,,,,,26 tỷ,da_nang
190m2,,,,,Bán đất thổ cư,,Sổ hồng,,20m - 30m,26 tỷ,da_nang
66m2,,,,,Bán nhà riêng,,,,,4 tỷ 800 triệu,da_nang
171m2,,,,,Bán đất thổ cư,,,,,20 tỷ 400 triệu,da_nang
110m2,21 PN,6 tầng,21.0,,Bán nhà riêng,,Sổ hồng,,5m,10 tỷ 550 triệu,da_nang
160m2,20 PN,,20.0,,Bán nhà riêng,,Sổ hồng,Đông Nam,7m,10 tỷ 600 triệu,da_nang
102m2,,,,,Bán nhà riêng,,,,,7 tỷ 150 triệu,da_nang
396m2,,,,,Bán nhà riêng,,,,,31 tỷ,da_nang
156.9m2,,,,,"Bán căn hộ Mini, Dịch vụ",,,,,27 tỷ,da_nang
75m2,,,,,Bán nhà phố dự án,,,,,2 tỷ 120 triệu,da_nang
85m2,,,,,Bán căn hộ chung cư,,,,,50 triệu,da_nang
180m2,,,,,Bán đất thổ cư,,,,,27 tỷ 900 triệu,da_nang
180m2,,,,,Bán đất thổ cư,,,,,27 tỷ 900 triệu,da_nang
96m2,2 PN,20 tầng,2.0,1.0,Bán căn hộ chung cư,,Sổ hồng,Nam,15m - 20m,1 tỷ 200 triệu,da_nang
69m2,,,,,Bán căn hộ chung cư,,,,,2 tỷ,da_nang
9m2,,,,,Bán căn hộ chung cư,,,,,2 tỷ 20 triệu,da_nang
85m2,,,,,Bán đất thổ cư,,,,,3 tỷ 500 triệu,da_nang
46m2,,,,,Bán căn hộ chung cư,,,,,50 triệu,da_nang
76m2,2 PN,20 tầng,2.0,1.0,Bán căn hộ chung cư,,Sổ hồng,Nam,20m - 30m,4 tỷ 100 triệu,da_nang
75m2,2 PN,20 tầng,2.0,1.0,Bán căn hộ chung cư,,Sổ hồng,Bắc,20m - 30m,4 tỷ 300 triệu,da_nang
80m2,,,,,Bán đất thổ cư,,,,,3 tỷ 650 triệu,da_nang
72m2,2 PN,30 tầng,2.0,1.0,Bán căn hộ chung cư,,Sổ hồng,Đông Nam,15m - 20m,3 tỷ 700 triệu,da_nang
38m2,,,,,Bán nhà riêng,,,,,50 triệu,da_nang
72m2,2 PN,30 tầng,2.0,1.0,Bán căn hộ chung cư,,Sổ hồng,Đông Nam,15m - 20m,4 tỷ,da_nang
69m2,2 PN,30 tầng,2.0,1.0,Bán căn hộ chung cư,,Sổ hồng,Đông Nam,15m - 20m,4 tỷ 300 triệu,da_nang
54m2,,,,,Bán căn hộ chung cư,,,,,2 tỷ 500 triệu,da_nang
122.5m2,,,,,Bán đất nền dự án,,,,,2 tỷ 700 triệu,da_nang
409m2,,,,,Bán đất thổ cư,,,,,26 tỷ,da_nang
76m2,2 PN,20 tầng,2.0,1.0,Bán căn hộ chung cư,,Sổ hồng,Nam,15m - 20m,4 tỷ 80 triệu,da_nang
76m2,2 PN,20 tầng,2.0,1.0,Bán căn hộ chung cư,,Sổ hồng,Bắc,20m - 30m,4 tỷ 100 triệu,da_nang
408m2,,,,,Bán đất thổ cư,,,,,44 tỷ,da_nang
411m2,,4 tầng,,,"Bán căn hộ Mini, Dịch vụ",,Sổ hồng,,5m,27 tỷ,da_nang
270m2,4 PN,2 tầng,5.0,1.0,Bán biệt thự,,,,7m,"17,9 triệu",da_nang
320m2,,,,,Bán đất thổ cư,,,,,60 tỷ,da_nang
62m2,,,,,Bán căn hộ chung cư,,,,,3 tỷ 500 triệu,da_nang
100m2,,,,,Bán căn hộ chung cư,,,,,55 triệu,da_nang
50m2,2 PN,12 tầng,1.0,1.0,Bán căn hộ chung cư,,Sổ hồng,,,3 tỷ 902 triệu,da_nang
50m2,,,,,Bán căn hộ chung cư,,,,,3 tỷ 879 triệu,da_nang
90m2,2 PN,,2.0,2.0,Bán căn hộ chung cư,,Sổ hồng,,,4 tỷ,da_nang
70m2,2 PN,15 tầng,2.0,1.0,Bán căn hộ chung cư,,Sổ hồng,,20m - 30m,46 triệu /m2,da_nang
297m2,,,,,Bán nhà riêng,,,,,7 tỷ 900 triệu,da_nang
750m2,,,,,"Bán đất nông, lâm nghiệp",,,,,380 triệu,da_nang
100m2,,,,,Bán căn hộ chung cư,,,,,9 tỷ,da_nang
100m2,,,,,Bán căn hộ chung cư,,,,,55 triệu /m2,da_nang
65m2,,,,,Bán căn hộ chung cư,,,,,7 tỷ 500 triệu,da_nang
45m2,,,,,Bán căn hộ chung cư,,,,,4 tỷ 200 triệu,da_nang
300m2,,,,,Bán đất thổ cư,,,,,21 tỷ,da_nang
76m2,2 PN,20 tầng,2.0,1.0,Bán căn hộ chung cư,,Sổ hồng,Nam,20m - 30m,4 tỷ 100 triệu,da_nang
76m2,2 PN,20 tầng,2.0,1.0,Bán căn hộ chung cư,,Sổ hồng,Bắc,20m - 30m,4 tỷ 300 triệu,da_nang
112m2,,,,,Bán nhà riêng,,,,,5 tỷ 400 triệu,da_nang
76m2,,,,,Bán căn hộ chung cư,,,,,4 tỷ,da_nang
123m2,,,,,Bán biệt thự,,,,,11 triệu,da_nang
75.5m2,,,,,Bán căn hộ chung cư,,,,,9 tỷ 80 triệu,da_nang
76m2,,,,,Bán căn hộ chung cư,,,,,55 triệu /m2,da_nang
102m2,,,,,Bán căn hộ chung cư,,,,,5 tỷ 300 triệu,da_nang
76m2,2 PN,20 tầng,2.0,1.0,Bán căn hộ chung cư,,Sổ hồng,Nam,20m - 30m,55 triệu /m2,da_nang
75m2,,,,,Bán căn hộ chung cư,,,,,4 tỷ 100 triệu,da_nang
75m2,2 PN,20 tầng,2.0,1.0,Bán căn hộ chung cư,,Sổ hồng,Nam,20m - 30m,4 tỷ 100 triệu,da_nang
522m2,,,,,Bán đất thổ cư,,,,,"4,3 triệu /m2",da_nang
61m2,2 PN,36 tầng,2.0,1.0,Bán căn hộ chung cư,,,,,6 tỷ 650 triệu,da_nang
180m2,,,,,Bán nhà riêng,,,,,4 tỷ 950 triệu,da_nang
1528m2,,,,,Bán đất thổ cư,,,,,24 triệu /m2,da_nang
105m2,,,,,Bán nhà riêng,,,,,58 triệu /m2,da_nang
320m2,,,,,Bán nhà phố dự án,,,,,9 tỷ,da_nang
180m2,,,,,Bán biệt thự,,,,,4 tỷ 950 triệu,da_nang
95.6m2,,,,,Bán nhà phố dự án,,,,,6 tỷ 300 triệu,da_nang
60m2,,,,,Bán nhà riêng,,,,,12 tỷ 800 triệu,da_nang
76m2,2 PN,20 tầng,2.0,1.0,Bán căn hộ chung cư,,Sổ hồng,Nam,,54 triệu /m2,da_nang
100m2,,,,,Bán đất thổ cư,,,,,2 tỷ 600 triệu,da_nang
75m2,,,,,Bán nhà hàng - Khách sạn,,,,,14 tỷ 500 triệu,da_nang
76m2,,,,,Bán căn hộ chung cư,,,,,54 triệu /m2,da_nang
60m2,,,,,Bán nhà phố dự án,,,,,3 tỷ 535 triệu,da_nang
95.6m2,,,,,Bán nhà phố dự án,,,,,6 tỷ 60 triệu,da_nang
60m2,,,,,Bán nhà phố dự án,,,,,3.500 tỷ 40 triệu,da_nang
60m2,,,,,Bán nhà phố dự án,,,,,3 tỷ 590 triệu,da_nang
853m2,,,,,Bán nhà hàng - Khách sạn,,,,,37 tỷ,da_nang
280m2,,,,,Bán biệt thự,,,,,37 tỷ,da_nang
77.8m2,2 PN,,2.0,1.0,Bán căn hộ chung cư,,,Đông,,8 tỷ 661 triệu,da_nang
108m2,,,,,Bán căn hộ chung cư,,,,,10 tỷ,da_nang
108m2,,,,,Bán đất nền dự án,,,,,16 tỷ,da_nang
148m2,,,,,Bán đất thổ cư,,Giấy đỏ,Đông,7m,1 tỷ 500 triệu,da_nang
85m2,4 PN,3 tầng,4.0,2.0,Bán nhà riêng,,Sổ hồng,Tây Nam,5m,6 tỷ 700 triệu,da_nang
90m2,3 PN,3 tầng,3.0,1.0,Bán nhà riêng,,Sổ hồng,Tây Nam,,6 tỷ 150 triệu,da_nang
78m2,,,,,Bán nhà riêng,,,,,15 tỷ 500 triệu,da_nang
181.6m2,,,,,Bán đất thổ cư,,,,,1 tỷ 170 triệu,da_nang
252m2,,,,,Bán biệt thự,,,,,7 tỷ 900 triệu,da_nang
86.2m2,,,,,Bán đất thổ cư,,,,,1 tỷ 100 triệu,da_nang
48.2m2,1 PN,12 tầng,1.0,1.0,Bán căn hộ chung cư,,Sổ hồng,,,2 tỷ 700 triệu,da_nang
640m2,,,,,Bán đất thổ cư,,,,,49 tỷ,da_nang
76m2,2 PN,,2.0,2.0,Bán căn hộ chung cư,,Sổ hồng,,,54 triệu /m2,da_nang
125m2,12 PN,5 tầng,12.0,12.0,Bán nhà hàng - Khách sạn,,Giấy tờ hợp lệ,,10m - 15m,33 tỷ 500 triệu,da_nang
95.6m2,,,,,Bán căn hộ chung cư,,,,,6 tỷ 300 triệu,da_nang
250m2,,,,,Bán biệt thự,,,,,8 tỷ 900 triệu,da_nang
90m2,,,,,Bán đất nền dự án," Trần Hoàng Na, Hưng Thạnh, Cái Răng, TP. Cần Thơ",,,,3 tỷ 100 triệu,can_tho
125m2,,,,,Bán đất nền dự án," Bình Thủy, Bình Thủy, TP. Cần Thơ",,,,2 tỷ 500 triệu,can_tho
70m2,,,,,Bán căn hộ chung cư," Vũ Đình Liệu, Hưng Thạnh, Cái Răng, TP. Cần Thơ",,,,639 triệu,can_tho
53m2,,,,,Bán căn hộ chung cư," Hưng Phú, Cái Răng, TP. Cần Thơ",,,,2 tỷ 700 triệu,can_tho
85m2,,,,,Bán căn hộ chung cư," Vũ Đình Liệu, Hưng Thạnh, Cái Răng, TP. Cần Thơ",,,,839 triệu,can_tho
12700m2,,,,,Bán đất thổ cư," Vĩnh Thạnh, TP. Cần Thơ",,,,66 tỷ 40 triệu,can_tho
70m2,,,,,Bán căn hộ chung cư," Vũ Đình Liệu, Hưng Phú, Cái Răng, TP. Cần Thơ",,,,3 tỷ 600 triệu,can_tho
70m2,2.0,,1.0,1.0,Bán căn hộ chung cư," Vũ Đình Liệu, Hưng Thạnh, Cái Răng, TP. Cần Thơ",Sổ hồng,,,3 tỷ 500 triệu,can_tho
70m2,,,,,Bán căn hộ chung cư," Hưng Thạnh, Cái Răng, TP. Cần Thơ",,,,2 tỷ 600 triệu,can_tho
70m2,,,,,Bán căn hộ chung cư," Hưng Phú, Cái Răng, TP. Cần Thơ",,,,3 tỷ 600 triệu,can_tho
70.24m2,,,,,Bán căn hộ chung cư," số 3, Hưng Phú, Cái Răng, TP. Cần Thơ",,,,3 tỷ 600 triệu,can_tho
150m2,2.0,2.0,3.0,1.0,Bán nhà riêng," Phước Thới, Ô Môn, TP. Cần Thơ",Sổ hồng,,15m - 20m,1 tỷ 385 triệu,can_tho
90m2,,,,,Bán đất nền dự án," Trần Hoàng Na, Phú Thứ, Cái Răng, TP. Cần Thơ",Sổ hồng,,30m - 50m,1 tỷ,can_tho
85.85m2,,,,,Bán căn hộ chung cư," Vũ Đình Liệu, Hưng Thạnh, Cái Răng, TP. Cần Thơ",,,,4 tỷ 600 triệu,can_tho
90m2,,,,,Bán đất nền dự án," Hưng Thạnh, Cái Răng, TP. Cần Thơ",,,,3 tỷ 500 triệu,can_tho
70m2,2.0,,2.0,1.0,Bán căn hộ chung cư," Vũ Đình Liệu, Hưng Thạnh, Cái Răng, TP. Cần Thơ",Giấy tờ hợp lệ,,,3 tỷ 500 triệu,can_tho
70m2,,,,,Bán căn hộ chung cư," Vũ Đình Liệu, Đường Quốc lộ 1A, Hưng Phú, Cái Răng, TP. Cần Thơ",,,,3 tỷ 600 triệu,can_tho
85.85m2,,,,,Bán căn hộ chung cư," Vũ Đình Liệu , Đường Quốc lộ 1A, Hưng Phú, Cái Răng, TP. Cần Thơ",,,,429 triệu,can_tho
70m2,,,,,Bán căn hộ chung cư," Hưng Phú, Cái Răng, TP. Cần Thơ",,,,3 tỷ 370 triệu,can_tho
70m2,,,,,Bán căn hộ chung cư," Vũ Đình Liệu, Hưng Phú, Cái Răng, TP. Cần Thơ",,,,3 tỷ 580 triệu,can_tho
70m2,,,,,Bán căn hộ chung cư," Hưng Phú, Cái Răng, TP. Cần Thơ",,,,3 tỷ 200 triệu,can_tho
70m2,,,,,Bán căn hộ chung cư," Vũ Đình Liệu, Hưng Phú, Cái Răng, TP. Cần Thơ",,,,3 tỷ 500 triệu,can_tho
69m2,,,,,Bán nhà phố dự án," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",,,,2 tỷ,can_tho
70m2,,,,,Bán căn hộ chung cư," Hưng Thạnh, Cái Răng, TP. Cần Thơ",,,,432 triệu,can_tho
70m2,,,,,Bán căn hộ chung cư," Vũ Đình Liệu, Hưng Thạnh, Cái Răng, TP. Cần Thơ",,,,1 tỷ 80 triệu,can_tho
90m2,,,,,Bán đất nền dự án," Trần Hoàng Na, Hưng Thạnh, Cái Răng, TP. Cần Thơ",,,,3 tỷ 100 triệu,can_tho
125m2,,,,,Bán đất nền dự án," Bình Thủy, Bình Thủy, TP. Cần Thơ",,,,2 tỷ 500 triệu,can_tho
70m2,,,,,Bán căn hộ chung cư," Vũ Đình Liệu, Hưng Thạnh, Cái Răng, TP. Cần Thơ",,,,639 triệu,can_tho
53m2,,,,,Bán căn hộ chung cư," Hưng Phú, Cái Răng, TP. Cần Thơ",,,,2 tỷ 700 triệu,can_tho
85m2,,,,,Bán căn hộ chung cư," Vũ Đình Liệu, Hưng Thạnh, Cái Răng, TP. Cần Thơ",,,,839 triệu,can_tho
12700m2,,,,,Bán đất thổ cư," Vĩnh Thạnh, TP. Cần Thơ",,,,66 tỷ 40 triệu,can_tho
70m2,,,,,Bán căn hộ chung cư," Vũ Đình Liệu, Hưng Phú, Cái Răng, TP. Cần Thơ",,,,3 tỷ 600 triệu,can_tho
70m2,2.0,,1.0,1.0,Bán căn hộ chung cư," Vũ Đình Liệu, Hưng Thạnh, Cái Răng, TP. Cần Thơ",Sổ hồng,,,3 tỷ 500 triệu,can_tho
70m2,,,,,Bán căn hộ chung cư," Hưng Thạnh, Cái Răng, TP. Cần Thơ",,,,2 tỷ 600 triệu,can_tho
70m2,,,,,Bán căn hộ chung cư," Hưng Phú, Cái Răng, TP. Cần Thơ",,,,3 tỷ 600 triệu,can_tho
70.24m2,,,,,Bán căn hộ chung cư," số 3, Hưng Phú, Cái Răng, TP. Cần Thơ",,,,3 tỷ 600 triệu,can_tho
37m2,,,,,Bán căn hộ chung cư," Hưng Thạnh, Cái Răng, TP. Cần Thơ",,,,1 tỷ 700 triệu,can_tho
150m2,2.0,2.0,3.0,1.0,Bán nhà riêng," Phước Thới, Ô Môn, TP. Cần Thơ",Sổ hồng,,15m - 20m,1 tỷ 385 triệu,can_tho
90m2,,,,,Bán đất nền dự án," Trần Hoàng Na, Phú Thứ, Cái Răng, TP. Cần Thơ",Sổ hồng,,30m - 50m,1 tỷ,can_tho
70m2,,,,,Bán căn hộ chung cư," Hưng Phú, Cái Răng, TP. Cần Thơ",,,,3 tỷ 350 triệu,can_tho
85.85m2,,,,,Bán căn hộ chung cư," Vũ Đình Liệu, Hưng Thạnh, Cái Răng, TP. Cần Thơ",,,,4 tỷ 600 triệu,can_tho
70m2,,,,,Bán căn hộ chung cư," Hưng Thạnh, Cái Răng, TP. Cần Thơ",,,,3 tỷ 584 triệu,can_tho
90m2,,,,,Bán đất nền dự án," Hưng Thạnh, Cái Răng, TP. Cần Thơ",,,,3 tỷ 500 triệu,can_tho
70m2,2.0,,2.0,1.0,Bán căn hộ chung cư," Vũ Đình Liệu, Hưng Thạnh, Cái Răng, TP. Cần Thơ",Giấy tờ hợp lệ,,,3 tỷ 500 triệu,can_tho
70m2,,,,,Bán căn hộ chung cư," Vũ Đình Liệu, Đường Quốc lộ 1A, Hưng Phú, Cái Răng, TP. Cần Thơ",,,,3 tỷ 600 triệu,can_tho
85.85m2,,,,,Bán căn hộ chung cư," Vũ Đình Liệu , Đường Quốc lộ 1A, Hưng Phú, Cái Răng, TP. Cần Thơ",,,,429 triệu,can_tho
70m2,,,,,Bán căn hộ chung cư," Hưng Phú, Cái Răng, TP. Cần Thơ",,,,3 tỷ 370 triệu,can_tho
70m2,,,,,Bán căn hộ chung cư," Vũ Đình Liệu, Hưng Phú, Cái Răng, TP. Cần Thơ",,,,3 tỷ 580 triệu,can_tho
70m2,,,,,Bán căn hộ chung cư," Hưng Phú, Cái Răng, TP. Cần Thơ",,,,3 tỷ 200 triệu,can_tho
70m2,,,,,Bán căn hộ chung cư," Vũ Đình Liệu, Hưng Phú, Cái Răng, TP. Cần Thơ",,,,3 tỷ 500 triệu,can_tho
69m2,,,,,Bán nhà phố dự án," Trương Vĩnh Nguyên, Thường Thạnh, Cái Răng, TP. Cần Thơ",,,,2 tỷ,can_tho
70m2,,,,,Bán căn hộ chung cư," Hưng Thạnh, Cái Răng, TP. Cần Thơ",,,,432 triệu,can_tho
